Source.Name,Column1,Column2,Date,Likes,Comment,(view source),Post ID,Label,Hate_Label
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1847,,17-03-2024 01:34,,Ieskaa lene mae maja aayega,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1848,,17-03-2024 01:36,,Ab isi lge hue condom par ise baitha dena chahiye😂😂😂,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS1',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1849,,17-03-2024 01:36,,#rendamsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1850,,17-03-2024 01:38,,Sab ke bikau hai,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1851,,17-03-2024 01:40,,चाहे कुछ भी हो जाए पर कंडोम तो चढा दीया,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1852,,17-03-2024 01:42,,Ab koi iski sr Kalam krne ki baat nhi karega ...,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1853,,17-03-2024 01:45,,Mc Hai ye 😡😡😡,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS1',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1854,,17-03-2024 01:46,,@uppolice @myogi_adityanath,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1855,,17-03-2024 01:47,,Kaun hai ye Ra#di,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1856,,17-03-2024 01:49,,@randombrigade @randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1857,,17-03-2024 01:49,,😡😡,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1858,,17-03-2024 01:50,,#rendomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1859,,17-03-2024 01:53,,@randomsena please raid,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1860,,17-03-2024 01:54,,यह चुनाव में हारना चाहिए छिनाल की औरत!,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1861,,17-03-2024 01:56,,इसको बहुत से अधिक से अधिक गाली देकर उसका स्वागत किया जाए।,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1862,,17-03-2024 01:56,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1863,,17-03-2024 01:58,,😂😂😂😂,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1864,,17-03-2024 01:59,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1865,,17-03-2024 02:01,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1866,,17-03-2024 02:02,,निन्दनीय कृत्य 😢,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1867,,17-03-2024 02:02,1,Bhai isko Jail me dalo,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1868,,17-03-2024 02:02,,😡😡,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1869,,17-03-2024 02:03,2,@randomsena  dekhiye sir🙏🚩,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1870,,17-03-2024 02:05,,😡😡😡😡😡😡😡🔥🔥🔥🔥,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1871,,17-03-2024 02:07,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1872,,17-03-2024 02:08,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1873,,17-03-2024 02:08,,@ramdum,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1874,,17-03-2024 02:08,,Post pr msg dal k kuch nhi hota msg padhen log aate hey vaha k logo ne strictly action lena mangta hey,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HSN',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1875,,17-03-2024 02:10,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1876,,17-03-2024 02:10,,"बंगाल के हिन्दू हिजड़े है , यहाँ UP में तीन बार गाड़ी पलट जाती इसकी, eaisi सरकार हम हिंदू चुनते है",https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1877,,17-03-2024 02:11,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1878,,17-03-2024 02:11,,Random sena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1879,,17-03-2024 02:12,,#randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1880,,17-03-2024 02:15,,😡😡😡,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1881,,17-03-2024 02:18,,Is ki ma ka bho_....,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1882,,17-03-2024 02:21,,Kesh nhi mamla niptao🔥🔥🔥 Jai shree Ram 👏👏,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1883,,17-03-2024 02:21,,Ye khud fate condom ka natija hai is ko India se ban karo🔥🔥,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS1',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1884,,17-03-2024 02:22,,No Jail no bail sidha Prabhu se mail,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1885,,17-03-2024 02:22,,Wah re fake news's 😂😂,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1886,,17-03-2024 02:22,,😡,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1887,,17-03-2024 02:22,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1888,,17-03-2024 02:23,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1889,,17-03-2024 02:23,,Editor hai. Bhai ye edit kr kr ke nafrat raita hai bs agar ye sach hota  to abhi tk to news channel  wale bar bar dikhthe 😂,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1890,,17-03-2024 02:25,,ये इस दुनिया में रहने के लायक़ नहीं है,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1891,,17-03-2024 02:26,1,Is lady ne apne papa ke mathe per bhi condom pahnaya hoga hi harkato se to,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS1',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1892,,17-03-2024 02:27,,😡😡😡😡,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1893,,17-03-2024 02:34,,Tanatan😂😂,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1894,,17-03-2024 02:38,,In pr case nhi ho shkta lya,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1895,,17-03-2024 02:39,,Kyo nhi hota h  in par legal action,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1896,,17-03-2024 02:46,,"ऊस टकले गांधी ने एक ही सिखाया, अहिंसा परमो धर्मह, लेकीन इसके आगे का अब हमे सिखना हैं, धर्म हिंसा तथैवच 🙏🙏",https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1897,,17-03-2024 02:46,,आईचा दाना काय तूमच्या आईला लावतो गाढव तूमच्या रांड्यांनो,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1898,,17-03-2024 02:47,,hramzade h sale🤬,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS1',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1899,,17-03-2024 02:47,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1900,,17-03-2024 02:48,,*shameonmamtabanarjee,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1901,,17-03-2024 02:48,1,TMC wale ki maa ki chut,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS1',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,,1901-1,18-03-2024 18:15,0,@badal_kannojiya bhot bdhiya🔥,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1902,,17-03-2024 02:49,,#randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1903,,17-03-2024 02:49,,Runddi,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS1',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1904,,17-03-2024 02:49,,@rendom.sena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1905,,17-03-2024 02:49,,@rendom.sena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1906,,17-03-2024 02:51,,Eski maa ki chut bhnkilodi,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HSN',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1907,,17-03-2024 02:51,,Harish isko delete Karo Bhai,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1908,,17-03-2024 02:52,,Kuch na kuch to krna pdega iska,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1909,,17-03-2024 02:53,,@randomsena  sab tag kro,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1910,,17-03-2024 02:54,,"Logically dekhen to wo ling he h 😂😂😂 jokes apart - jb sanataniyon k baap ki party rapists and criminals ko ticket de skti h, to is ladki ne to esa kuch b ni kiya",https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS1',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1911,,17-03-2024 02:55,,Mat do vot,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1912,,17-03-2024 02:55,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1913,,17-03-2024 02:55,,Pura new pata rahta nahi andhe hoke aa jate hai line pe  kendra pe tumhara hi damru ka raj hai ye kyu bhul jate hai,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1914,,17-03-2024 02:56,,😂😂😂😂waah bhain moj kr di,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1915,,17-03-2024 02:57,,Condom ki shi jgh lund hi to h isme bura manne wali kya bat h😂😂😂,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HSN',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1916,,17-03-2024 02:57,,Gujarti chu aani maa chodi nakhu bhale gamete thai aa Randi che,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HSN',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1917,,17-03-2024 02:58,,@randomsena please action,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1918,,17-03-2024 02:58,,Sayoni Ghosh ni chodi nakho bhos😂😂😂,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS1',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1919,,17-03-2024 02:59,,Ma chodamni,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1920,,17-03-2024 03:01,,Shame,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1921,,17-03-2024 03:02,2,TMC हटाओ 😈😡,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1922,,17-03-2024 03:02,1,Dafan Hona Hoga is najayaj🔥,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1923,,17-03-2024 03:04,,Yeh abhu Jaan bhai jaan fufa Jaan wali h,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1924,,17-03-2024 03:04,,मोदी ने भी न जाने कितने आरोपियों को टिकट दिया है😂,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1925,,17-03-2024 03:05,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1926,,17-03-2024 03:06,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1927,,17-03-2024 03:06,,रुक जाओ जनता भी वैसे ही कंडोम लगाकर मारेगी  वोट..!,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1928,,17-03-2024 03:08,,Ye galat hai mahadev ka apaman sahan k Bahar hai,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS1',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1929,,17-03-2024 03:08,,Yeh Dharam Nahi Hai.. Pakhand Vaad Hai.. 😂,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1930,,17-03-2024 03:08,,Is ki ma ki chut,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS1',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1931,,17-03-2024 03:08,,लोगों ने सोचना है कि औकात में ही रखना है,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1932,,17-03-2024 03:10,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1933,,17-03-2024 03:10,,तेरी माँ को ये पहनके पेलना चाहिए था तेरे जैसा फालतू को प्रोडक्ट नही आता,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1934,,17-03-2024 03:11,,😂😂😂😂,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1935,,17-03-2024 03:11,,तेरा हिसाब तो यमराज जी करेंगे,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1936,,17-03-2024 03:12,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1937,,17-03-2024 03:12,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1938,,17-03-2024 03:13,,Aise chinal ko desh se nikalo,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS1',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1939,,17-03-2024 03:13,,Iska nam me hi yoni hai 😂😂😂😂,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1940,,17-03-2024 03:14,,Maal msg hai lekin,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1941,,17-03-2024 03:14,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1942,,17-03-2024 03:14,,"भाईयो कोई आस पास का बंदा ,पुलिस स्टेशन जाकर आईपीसी सेक्शन 153 और 295A में एफआईआर कर दे",https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1943,,17-03-2024 03:14,,id दो इसकी इसटा से गदगी साफ करते ह 😂😂,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1944,,17-03-2024 03:15,,#randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1945,,17-03-2024 03:16,1,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1946,,17-03-2024 03:18,,Sala kutta,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HSN',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1947,,17-03-2024 03:19,,Kaafi condom ki knowledge bahut logo ko pahnaya hoga par iski Amma nahi ne nahi pahnaya kisi ko or ye ho gyi,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS1',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1948,,17-03-2024 03:20,,isko bich sadak par nagggga ch@@do...G rap@ kia.jana chahiye,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1949,,17-03-2024 03:21,,case hona chahiye ispar,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1950,,17-03-2024 03:22,,@rendmsena1,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1951,,17-03-2024 03:23,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1952,,17-03-2024 03:23,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1953,,17-03-2024 03:23,,@randombrigade,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1954,,17-03-2024 03:23,,@randombrigade,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1955,,17-03-2024 03:24,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1956,,17-03-2024 03:24,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1957,,17-03-2024 03:24,,Isko to kabhi bhi nhi jiteyega samajdar log,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1958,,17-03-2024 03:25,,Ye hinduo ka durbhagya ki ye abhi Tak bethi h,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1959,,17-03-2024 03:26,,"Sahi to kr rhi hai be wo.tum log jab slogan de rhe ho ki jo ram ko laye hain ham unko layenge to ye batao ki bhagwa  ko modi ne laya hai to iske pahle ham sab stone ki puja kr rhe the kya, bhagwan to abhi modi ne laya hai 😂😂😂 ganduo sale",https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS1',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1960,,17-03-2024 03:26,,🤬🤬,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1961,,17-03-2024 03:28,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1962,,17-03-2024 03:28,,@randomsena,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1963,,17-03-2024 03:30,3,Kaha ki hai ye kisi ko maloom h kya.,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1964,,17-03-2024 03:30,,Bolo sayoni ghosh ki ma ki chut,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS1',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1965,,17-03-2024 03:32,,Jai mahakal 🚩,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
PostID 03 instagram-comments66805ae84baa2-C4XyOGzPRCl.xlsx,1966,,17-03-2024 03:32,,Jai mahakal 🚩,https://www.instagram.com/p/C4XyOGzPRCl/c/17918655101874715,3,'HS0',
